URL,Saved File,Depth
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji/sociologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji_sociologija.md,1
https://www.fhs.hr/studiji/prijediplomski/jednopredmetni,crawled_output_hr/fhs.hr_studiji_prijediplomski_jednopredmetni.md,1
https://www.fhs.hr/studiji/upis_na_fhs/hrvati_izvan_rh/enrolment_of_croats_outside_the_republic_of_croatia,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_hrvati_izvan_rh_enrolment_of_croats_outside_the_republic_of_croatia.md,1
https://www.fhs.hr/studiji/upis_na_fhs/hrvati_izvan_rh/einschreibung_fr_kroaten_auerhalb_kroatiens,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_hrvati_izvan_rh_einschreibung_fr_kroaten_auerhalb_kroatiens.md,1
https://www.fhs.hr/studiji/upis_na_fhs/diplomski_studij,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_diplomski_studij.md,1
https://www.fhs.hr/studiji/upis_na_fhs/hrvati_izvan_rh,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_hrvati_izvan_rh.md,1
https://www.fhs.hr/studiji/upis_na_fhs,crawled_output_hr/fhs.hr_studiji_upis_na_fhs.md,1
https://www.fhs.hr/studiji/upis_na_fhs/cesto_postavljena_pitanja,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_cesto_postavljena_pitanja.md,1
https://www.fhs.hr/studiji/prijediplomski/dvopredmetni_studiji/komunikologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_dvopredmetni_studiji_komunikologija.md,1
https://www.fhs.hr/studiji/prijediplomski/jednopredmetni/kroatologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_jednopredmetni_kroatologija.md,1
https://www.fhs.hr/studiji/prijediplomski/jednopredmetni/sociologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_jednopredmetni_sociologija.md,1
https://www.fhs.hr/studiji/prijediplomski/jednopredmetni/povijest,crawled_output_hr/fhs.hr_studiji_prijediplomski_jednopredmetni_povijest.md,1
https://www.fhs.hr/studiji/prijediplomski/jednopredmetni/komunikologija,crawled_output_hr/fhs.hr_studiji_prijediplomski_jednopredmetni_komunikologija.md,1
https://www.fhs.hr/studiji/upis_na_fhs/prijediplomski_studij,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_prijediplomski_studij.md,1
https://www.fhs.hr/studiji/upis_na_fhs/hrvati_izvan_rh/inscripcin_de_croatas_que_viven_fuera_de_la_repblica_de_croacia,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_hrvati_izvan_rh_inscripcin_de_croatas_que_viven_fuera_de_la_repblica_de_croacia.md,1
https://www.fhs.hr/studiji/upis_na_fhs/prijelazi_na_fhs,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_prijelazi_na_fhs.md,1
https://www.fhs.hr/studiji/upis_na_fhs/psihologijsko_testiranje,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_psihologijsko_testiranje.md,1
https://www.fhs.hr/studiji/upis_na_fhs/razredbeni_postupak,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_razredbeni_postupak.md,1
https://www.fhs.hr/studiji/upis_na_fhs/test_apstraktnog_misljenja,crawled_output_hr/fhs.hr_studiji_upis_na_fhs_test_apstraktnog_misljenja.md,1
https://www.fhs.hr/suradnja,crawled_output_hr/fhs.hr_suradnja.md,1
https://www.fhs.hr/suradnja/korisne_poveznice,crawled_output_hr/fhs.hr_suradnja_korisne_poveznice.md,1
https://www.fhs.hr/suradnja/medunarodna_suradnja/iskazivanje_interesa_za_suradnju,crawled_output_hr/fhs.hr_suradnja_medunarodna_suradnja_iskazivanje_interesa_za_suradnju.md,1
https://www.fhs.hr/suradnja/prodekan_za_medunarodnu_suradnju,crawled_output_hr/fhs.hr_suradnja_prodekan_za_medunarodnu_suradnju.md,1
https://www.fhs.hr/suradnja/medunarodna_suradnja/erasmus_programske_zemlje/erasmus_opcenito,crawled_output_hr/fhs.hr_suradnja_medunarodna_suradnja_erasmus_programske_zemlje_erasmus_opcenito.md,1
https://www.fhs.hr/suradnja/prakticne_informacije,crawled_output_hr/fhs.hr_suradnja_prakticne_informacije.md,1
https://www.fhs.hr/suradnja/medunarodna_suradnja,crawled_output_hr/fhs.hr_suradnja_medunarodna_suradnja.md,1
https://www.fhs.hr/suradnja/natjecaji_i_stipendije,crawled_output_hr/fhs.hr_suradnja_natjecaji_i_stipendije.md,1
https://www.fhs.hr/suradnja/unic,crawled_output_hr/fhs.hr_suradnja_unic.md,1
https://www.fhs.hr/suradnja/ured_za_ects,crawled_output_hr/fhs.hr_suradnja_ured_za_ects.md,1
https://www.fhs.hr/suradnja/medunarodna_suradnja/erasmus_programske_zemlje/erasmus_iskustva,crawled_output_hr/fhs.hr_suradnja_medunarodna_suradnja_erasmus_programske_zemlje_erasmus_iskustva.md,1
https://www.fhs.hr/suradnja/medunarodna_suradnja/erasmus_programske_zemlje/erasmus_partneri_2016-2027,crawled_output_hr/fhs.hr_suradnja_medunarodna_suradnja_erasmus_programske_zemlje_erasmus_partneri_2016-2027.md,1
https://www.fhs.hr/ustrojbene_jedinice,crawled_output_hr/fhs.hr_ustrojbene_jedinice.md,1
https://www.fhs.hr/trazilica,crawled_output_hr/fhs.hr_trazilica.md,1
https://www.fhs.hr/znanost,crawled_output_hr/fhs.hr_znanost.md,1
https://www.fhs.hr/znanost/arhiv_skupova,crawled_output_hr/fhs.hr_znanost_arhiv_skupova.md,1
https://www.fhs.hr/znanost/informativni_dani_webinari_i_radionice,crawled_output_hr/fhs.hr_znanost_informativni_dani_webinari_i_radionice.md,1
https://www.fhs.hr/znanost/kalendar_skupova,crawled_output_hr/fhs.hr_znanost_kalendar_skupova.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost/izdanja/manualia,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost_izdanja_manualia.md,1
https://www.fhs.hr/znanost/istrazivacka_etika,crawled_output_hr/fhs.hr_znanost_istrazivacka_etika.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost/izdanja/dies_hitoriae,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost_izdanja_dies_hitoriae.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost/hrvatski_knjizevni_povjesnicari,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost_hrvatski_knjizevni_povjesnicari.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost/casopis_kroatologija,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost_casopis_kroatologija.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost/izdanja,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost_izdanja.md,1
https://www.fhs.hr/znanost/najava_konferencija,crawled_output_hr/fhs.hr_znanost_najava_konferencija.md,1
https://www.fhs.hr/znanost/nakladnicka_djelatnost/tihi_pregaoci,crawled_output_hr/fhs.hr_znanost_nakladnicka_djelatnost_tihi_pregaoci.md,1
https://www.fhs.hr/znanost/povjerenstvo_za_znanost_i_inovacije/institucionalni_istrazivacki_projekti_iz_mehanizma_za_oporavak_i_otpornost_izvor_581,crawled_output_hr/fhs.hr_znanost_povjerenstvo_za_znanost_i_inovacije_institucionalni_istrazivacki_projekti_iz_mehanizma_za_oporavak_i_otpornost_izvor_581.md,1
https://www.fhs.hr/znanost/projekti_u_provedbi,crawled_output_hr/fhs.hr_znanost_projekti_u_provedbi.md,1
https://www.fhs.hr/znanost/povjerenstvo_za_nakladnicku_djelatnost/sjednice_povjerenstva_za_nakladnicku_djelatnost,crawled_output_hr/fhs.hr_znanost_povjerenstvo_za_nakladnicku_djelatnost_sjednice_povjerenstva_za_nakladnicku_djelatnost.md,1
https://www.fhs.hr/znanost/povjerenstvo_za_znanost_i_inovacije,crawled_output_hr/fhs.hr_znanost_povjerenstvo_za_znanost_i_inovacije.md,1
https://www.fhs.hr/znanost/sluzba_za_znanost_i_projekte,crawled_output_hr/fhs.hr_znanost_sluzba_za_znanost_i_projekte.md,1
https://www.fhs.hr/znanost/prodekan_za_znanost,crawled_output_hr/fhs.hr_znanost_prodekan_za_znanost.md,1
https://www.fhs.hr/znanost/natjecaji,crawled_output_hr/fhs.hr_znanost_natjecaji.md,1
https://www.fhs.hr/znanost/povjerenstvo_za_znanost_i_inovacije/zapisnici,crawled_output_hr/fhs.hr_znanost_povjerenstvo_za_znanost_i_inovacije_zapisnici.md,1
https://www.fhs.hr/znanost/znanstveni_zavod_fhs/digitalne_baze_znanstvenih_radova_na_engleskom_jeziku,crawled_output_hr/fhs.hr_znanost_znanstveni_zavod_fhs_digitalne_baze_znanstvenih_radova_na_engleskom_jeziku.md,1
https://www.fhs.hr/znanost/povjerenstvo_za_znanost_i_inovacije/obrazac_za_prijavu_konferencija,crawled_output_hr/fhs.hr_znanost_povjerenstvo_za_znanost_i_inovacije_obrazac_za_prijavu_konferencija.md,1
https://www.fhs.hr/znanost/strateski_dokument_znanstvenih_istrazivanja_fakulteta_hrvatskih_studija,crawled_output_hr/fhs.hr_znanost_strateski_dokument_znanstvenih_istrazivanja_fakulteta_hrvatskih_studija.md,1
https://www.fhs.hr/znanost/sluzba_za_znanost_i_projekte/znanstveni_skup_komunisticki_zlocini,crawled_output_hr/fhs.hr_znanost_sluzba_za_znanost_i_projekte_znanstveni_skup_komunisticki_zlocini.md,1
https://www.fhs.hr/znanost/povjerenstvo_za_znanost_i_inovacije/sjednice_u_najavi,crawled_output_hr/fhs.hr_znanost_povjerenstvo_za_znanost_i_inovacije_sjednice_u_najavi.md,1
https://www.fhs.hr/znanost/znanstveni_zavod_fhs/kontakti,crawled_output_hr/fhs.hr_znanost_znanstveni_zavod_fhs_kontakti.md,1
https://www.fhs.hr/znanost/znanstveni_zavod_fhs,crawled_output_hr/fhs.hr_znanost_znanstveni_zavod_fhs.md,1
https://www.fhs.hr/znanost/znanstveni_zavod_fhs/priprema_za_standardizirane_testove_poznavanja_engleskog_jezika,crawled_output_hr/fhs.hr_znanost_znanstveni_zavod_fhs_priprema_za_standardizirane_testove_poznavanja_engleskog_jezika.md,1
https://www.fhs.hr/znanost/znanstveni_zavod_fhs/novosti,crawled_output_hr/fhs.hr_znanost_znanstveni_zavod_fhs_novosti.md,1
https://www.fhs.hr/djelatnik//josip.zekic,crawled_output_hr/fhs.hr_djelatnik__josip.zekic.md,2
https://www.fhs.hr/europass.cedefop.europa.eu/hr/documents/curriculum-vitae,crawled_output_hr/fhs.hr_europass.cedefop.europa.eu_hr_documents_curriculum-vitae.md,2
https://www.fhs.hr/hrvatiizvanrh.gov.hr,crawled_output_hr/fhs.hr_hrvatiizvanrh.gov.hr.md,2
https://www.fhs.hr/international.pte.hu/sites/international.pte.hu/files/doc/HU%20-%20PECS01_Info_For_partners_2324.pdf,crawled_output_hr/fhs.hr_international.pte.hu_sites_international.pte.hu_files_doc_HU_20-_20PECS01_Info_For_partners_2324.pdf.md,2
https://www.fhs.hr/djelatnik/marija.seric,crawled_output_hr/fhs.hr_djelatnik_marija.seric.md,2
https://www.fhs.hr/djelatnik/tomislav.brandjolica,crawled_output_hr/fhs.hr_djelatnik_tomislav.brandjolica.md,2
https://www.fhs.hr/djelatnik/vanja.kopilas,crawled_output_hr/fhs.hr_djelatnik_vanja.kopilas.md,2
https://www.fhs.hr/djelatnik/ivo-pavao.jazbec,crawled_output_hr/fhs.hr_djelatnik_ivo-pavao.jazbec.md,2
